nic_classification,year,state,sector,indicator,nic_code,nic_description,nic_type,value,unit
2008,2017-18,All India,Combined,No. of Employees Other Than Workers -Other Employees,30,Manufacture of Other Transport Equipment,2-digit,36216,-
2008,2017-18,All India,Combined,No. of Employees Other Than Workers -Other Employees,3030,Manufacture of Air and Spacecraft and Related Machinery,4-digit,1376,-
2008,2017-18,All India,Combined,No. of Employees Other Than Workers -Other Employees,2733,Manufacture of Wiring Devices,4-digit,3170,-
2008,2017-18,All India,Combined,No. of Employees Other Than Workers -Other Employees,2732,Manufacture of Other Electronic and Electric Wires and Cables,4-digit,10798,-
2008,2017-18,All India,Combined,No. of Employees Other Than Workers -Other Employees,2710,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",4-digit,32301,-
2008,2017-18,All India,Combined,No. of Employees Other Than Workers -Other Employees,2599,Manufacture of Other Fabricated Metal Products N.e.c.,4-digit,26456,-
2008,2017-18,All India,Combined,No. of Employees Other Than Workers -Other Employees,2432,Casting of Non-ferrous Metals,4-digit,4171,-
2008,2017-18,All India,Combined,Unpaid family members-proprietor etc,259,Manufacture of Other Fabricated Metal Products; Metalworking Service Activities,3-digit,3425,-
2008,2017-18,All India,Combined,Unpaid family members-proprietor etc,251,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators",3-digit,1125,-
2008,2017-18,All India,Combined,Unpaid family members-proprietor etc,243,Casting of Metals,3-digit,1364,-
2008,2017-18,All India,Combined,Unpaid family members-proprietor etc,2710,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",4-digit,499,-
2008,2017-18,All India,Combined,Unpaid family members-proprietor etc,2420,Manufacture of Basic Precious and Other Non-ferrous Metals,4-digit,342,-
2008,2017-18,All India,Combined,Unpaid family members-proprietor etc,2432,Casting of Non-ferrous Metals,4-digit,206,-
2008,2017-18,All India,Combined,Unpaid family members-proprietor etc,2511,Manufacture of Structural Metal Products,4-digit,779,-
2008,2017-18,All India,Combined,Unpaid family members-proprietor etc,2732,Manufacture of Other Electronic and Electric Wires and Cables,4-digit,139,-
2008,2017-18,All India,Combined,Unpaid family members-proprietor etc,242,Manufacture of Basic Precious and Other Non-ferrous Metals,3-digit,342,-
2008,2017-18,All India,Combined,Unpaid family members-proprietor etc,2733,Manufacture of Wiring Devices,4-digit,47,-
2008,2017-18,All India,Combined,Unpaid family members-proprietor etc,303,Manufacture of Air and Spacecraft and Related Machinery,3-digit,37,-
2008,2017-18,All India,Combined,Unpaid family members-proprietor etc,24,Manufacture of Basic Metals,2-digit,2720,-
2008,2017-18,All India,Combined,Unpaid family members-proprietor etc,25,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",2-digit,4615,-
2008,2017-18,All India,Combined,Unpaid family members-proprietor etc,27,Manufacture of Electrical Equipment,2-digit,1295,-
2008,2017-18,All India,Combined,Unpaid family members-proprietor etc,30,Manufacture of Other Transport Equipment,2-digit,540,-
2008,2017-18,All India,Combined,Unpaid family members-proprietor etc,2599,Manufacture of Other Fabricated Metal Products N.e.c.,4-digit,2234,-
2008,2017-18,All India,Combined,Unpaid family members-proprietor etc,3030,Manufacture of Air and Spacecraft and Related Machinery,4-digit,37,-
2008,2017-18,All India,Combined,Unpaid family members-proprietor etc,273,Manufacture of Wiring and Wiring Devices,3-digit,187,-
2008,2017-18,All India,Combined,Unpaid family members-proprietor etc,271,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",3-digit,499,-
2008,2017-18,All India,Combined,Wages and Salaries,2599,Manufacture of Other Fabricated Metal Products N.e.c.,4-digit,571566,₹ lakhs
2008,2017-18,All India,Combined,Wages and Salaries,2511,Manufacture of Structural Metal Products,4-digit,452485,₹ lakhs
2008,2017-18,All India,Combined,Wages and Salaries,251,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators",3-digit,800442,₹ lakhs
2008,2017-18,All India,Combined,Wages and Salaries,243,Casting of Metals,3-digit,528172,₹ lakhs
2008,2017-18,All India,Combined,Wages and Salaries,242,Manufacture of Basic Precious and Other Non-ferrous Metals,3-digit,550285,₹ lakhs
2008,2017-18,All India,Combined,Wages and Salaries,303,Manufacture of Air and Spacecraft and Related Machinery,3-digit,84577,₹ lakhs
2008,2017-18,All India,Combined,Wages and Salaries,271,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",3-digit,863008,₹ lakhs
2008,2017-18,All India,Combined,Wages and Salaries,3030,Manufacture of Air and Spacecraft and Related Machinery,4-digit,84577,₹ lakhs
2008,2017-18,All India,Combined,Wages and Salaries,2733,Manufacture of Wiring Devices,4-digit,65501,₹ lakhs
2008,2017-18,All India,Combined,Wages and Salaries,273,Manufacture of Wiring and Wiring Devices,3-digit,339848,₹ lakhs
2008,2017-18,All India,Combined,Wages and Salaries,259,Manufacture of Other Fabricated Metal Products; Metalworking Service Activities,3-digit,997518,₹ lakhs
2008,2017-18,All India,Combined,Wages and Salaries,2420,Manufacture of Basic Precious and Other Non-ferrous Metals,4-digit,550285,₹ lakhs
2008,2017-18,All India,Combined,Wages and Salaries,2432,Casting of Non-ferrous Metals,4-digit,71832,₹ lakhs
2008,2017-18,All India,Combined,Wages and Salaries,24,Manufacture of Basic Metals,2-digit,3543531,₹ lakhs
2008,2017-18,All India,Combined,Wages and Salaries,25,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",2-digit,1809669,₹ lakhs
2008,2017-18,All India,Combined,Wages and Salaries,27,Manufacture of Electrical Equipment,2-digit,1877993,₹ lakhs
2008,2017-18,All India,Combined,Wages and Salaries,30,Manufacture of Other Transport Equipment,2-digit,1093629,₹ lakhs
2008,2017-18,All India,Combined,Wages and Salaries,2732,Manufacture of Other Electronic and Electric Wires and Cables,4-digit,245454,₹ lakhs
2008,2017-18,All India,Combined,Wages and Salaries,2710,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",4-digit,863008,₹ lakhs
2008,2016-17,All India,Combined,Total Output,25,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",2-digit,20402267,₹ lakhs
2008,2016-17,All India,Combined,Total Output,30,Manufacture of Other Transport Equipment,2-digit,16037915,₹ lakhs
2008,2016-17,All India,Combined,Total Output,2420,Manufacture of Basic Precious and Other Non-ferrous Metals,4-digit,19325607,₹ lakhs
2008,2016-17,All India,Combined,Total Output,2432,Casting of Non-ferrous Metals,4-digit,1111072,₹ lakhs
2008,2016-17,All India,Combined,Total Output,2511,Manufacture of Structural Metal Products,4-digit,5820077,₹ lakhs
2008,2016-17,All India,Combined,Total Output,2599,Manufacture of Other Fabricated Metal Products N.e.c.,4-digit,6679203,₹ lakhs
2008,2016-17,All India,Combined,Total Output,2710,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",4-digit,9125753,₹ lakhs
2008,2016-17,All India,Combined,Total Output,2732,Manufacture of Other Electronic and Electric Wires and Cables,4-digit,5900335,₹ lakhs
2008,2016-17,All India,Combined,Total Output,2733,Manufacture of Wiring Devices,4-digit,868944,₹ lakhs
2008,2016-17,All India,Combined,Total Output,242,Manufacture of Basic Precious and Other Non-ferrous Metals,3-digit,19325607,₹ lakhs
2008,2016-17,All India,Combined,Total Output,303,Manufacture of Air and Spacecraft and Related Machinery,3-digit,472524,₹ lakhs
2008,2016-17,All India,Combined,Total Output,273,Manufacture of Wiring and Wiring Devices,3-digit,7559722,₹ lakhs
2008,2016-17,All India,Combined,Total Output,271,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",3-digit,9125753,₹ lakhs
2008,2016-17,All India,Combined,Total Output,259,Manufacture of Other Fabricated Metal Products; Metalworking Service Activities,3-digit,11385857,₹ lakhs
2008,2016-17,All India,Combined,Total Output,3030,Manufacture of Air and Spacecraft and Related Machinery,4-digit,472524,₹ lakhs
2008,2016-17,All India,Combined,Total Output,251,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators",3-digit,8895924,₹ lakhs
2008,2016-17,All India,Combined,Total Output,243,Casting of Metals,3-digit,8161585,₹ lakhs
2008,2016-17,All India,Combined,Total Output,24,Manufacture of Basic Metals,2-digit,83762775,₹ lakhs
2008,2016-17,All India,Combined,Total Output,27,Manufacture of Electrical Equipment,2-digit,27860902,₹ lakhs
2008,2016-17,All India,Combined,Total Inputs,2733,Manufacture of Wiring Devices,4-digit,658069,₹ lakhs
2008,2016-17,All India,Combined,Total Inputs,2732,Manufacture of Other Electronic and Electric Wires and Cables,4-digit,5308953,₹ lakhs
2008,2016-17,All India,Combined,Total Inputs,2710,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",4-digit,7197443,₹ lakhs
2008,2016-17,All India,Combined,Total Inputs,2599,Manufacture of Other Fabricated Metal Products N.e.c.,4-digit,5327368,₹ lakhs
2008,2016-17,All India,Combined,Total Inputs,2511,Manufacture of Structural Metal Products,4-digit,4702311,₹ lakhs
2008,2016-17,All India,Combined,Total Inputs,2432,Casting of Non-ferrous Metals,4-digit,920379,₹ lakhs
2008,2016-17,All India,Combined,Total Inputs,24,Manufacture of Basic Metals,2-digit,72652392,₹ lakhs
2008,2016-17,All India,Combined,Total Inputs,25,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",2-digit,16259915,₹ lakhs
2008,2016-17,All India,Combined,Total Inputs,243,Casting of Metals,3-digit,6849819,₹ lakhs
2008,2016-17,All India,Combined,Total Inputs,242,Manufacture of Basic Precious and Other Non-ferrous Metals,3-digit,16883808,₹ lakhs
2008,2016-17,All India,Combined,Total Inputs,303,Manufacture of Air and Spacecraft and Related Machinery,3-digit,305549,₹ lakhs
2008,2016-17,All India,Combined,Total Inputs,273,Manufacture of Wiring and Wiring Devices,3-digit,6627174,₹ lakhs
2008,2016-17,All India,Combined,Total Inputs,271,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",3-digit,7197443,₹ lakhs
2008,2016-17,All India,Combined,Total Inputs,259,Manufacture of Other Fabricated Metal Products; Metalworking Service Activities,3-digit,9017587,₹ lakhs
2008,2016-17,All India,Combined,Total Inputs,251,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators",3-digit,7163471,₹ lakhs
2008,2016-17,All India,Combined,Total Inputs,2420,Manufacture of Basic Precious and Other Non-ferrous Metals,4-digit,16883808,₹ lakhs
2008,2016-17,All India,Combined,Total Inputs,30,Manufacture of Other Transport Equipment,2-digit,12702956,₹ lakhs
2008,2016-17,All India,Combined,Total Inputs,27,Manufacture of Electrical Equipment,2-digit,22673424,₹ lakhs
2008,2016-17,All India,Combined,Total Inputs,3030,Manufacture of Air and Spacecraft and Related Machinery,4-digit,305549,₹ lakhs
2008,2016-17,All India,Combined,Gross Value Added,2432,Casting of Non-ferrous Metals,4-digit,190693,₹ lakhs
2008,2016-17,All India,Combined,Gross Value Added,24,Manufacture of Basic Metals,2-digit,11110383,₹ lakhs
2008,2016-17,All India,Combined,Gross Value Added,30,Manufacture of Other Transport Equipment,2-digit,3334959,₹ lakhs
2008,2016-17,All India,Combined,Gross Value Added,27,Manufacture of Electrical Equipment,2-digit,5187478,₹ lakhs
2008,2016-17,All India,Combined,Gross Value Added,25,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",2-digit,4142352,₹ lakhs
2008,2016-17,All India,Combined,Gross Value Added,3030,Manufacture of Air and Spacecraft and Related Machinery,4-digit,166975,₹ lakhs
2008,2016-17,All India,Combined,Gross Value Added,2733,Manufacture of Wiring Devices,4-digit,210875,₹ lakhs
2008,2016-17,All India,Combined,Gross Value Added,2732,Manufacture of Other Electronic and Electric Wires and Cables,4-digit,591382,₹ lakhs
2008,2016-17,All India,Combined,Gross Value Added,2710,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",4-digit,1928310,₹ lakhs
2008,2016-17,All India,Combined,Gross Value Added,2599,Manufacture of Other Fabricated Metal Products N.e.c.,4-digit,1351835,₹ lakhs
2008,2016-17,All India,Combined,Gross Value Added,259,Manufacture of Other Fabricated Metal Products; Metalworking Service Activities,3-digit,2368270,₹ lakhs
2008,2016-17,All India,Combined,Gross Value Added,251,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators",3-digit,1732453,₹ lakhs
2008,2016-17,All India,Combined,Gross Value Added,243,Casting of Metals,3-digit,1311766,₹ lakhs
2008,2016-17,All India,Combined,Gross Value Added,242,Manufacture of Basic Precious and Other Non-ferrous Metals,3-digit,2441799,₹ lakhs
2008,2016-17,All India,Combined,Gross Value Added,271,"Manufacture of Electric Motors, Generators, Transformers and Electricity Distribution and Control Apparatus",3-digit,1928310,₹ lakhs
2008,2016-17,All India,Combined,Gross Value Added,273,Manufacture of Wiring and Wiring Devices,3-digit,932548,₹ lakhs
2008,2016-17,All India,Combined,Gross Value Added,303,Manufacture of Air and Spacecraft and Related Machinery,3-digit,166975,₹ lakhs
2008,2016-17,All India,Combined,Gross Value Added,2511,Manufacture of Structural Metal Products,4-digit,1117766,₹ lakhs
2008,2016-17,All India,Combined,Gross Value Added,2420,Manufacture of Basic Precious and Other Non-ferrous Metals,4-digit,2441799,₹ lakhs
2008,2016-17,All India,Combined,Net Value Added,2599,Manufacture of Other Fabricated Metal Products N.e.c.,4-digit,1162663,₹ lakhs
2008,2016-17,All India,Combined,Net Value Added,2432,Casting of Non-ferrous Metals,4-digit,158787,₹ lakhs
2008,2016-17,All India,Combined,Net Value Added,2420,Manufacture of Basic Precious and Other Non-ferrous Metals,4-digit,1970952,₹ lakhs
2008,2016-17,All India,Combined,Net Value Added,303,Manufacture of Air and Spacecraft and Related Machinery,3-digit,145808,₹ lakhs
